"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GLPI","Gaming and Leisure Properties, Inc.","37.56","7981007738.64","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/glpi",
"GPIC","Gaming Partners International Corporation","11.4341","90656336.6554","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/gpic",
"GRMN","Garmin Ltd.","52.28","9813134693.04","n/a","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/grmn",
"GARS","Garrison Capital Inc.","8.17","131123205.84","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/gars",
"GDS","GDS Holdings Limited","9.31","248431885.03","26684413","2016","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/gds",
"GEMP","Gemphire Therapeutics Inc.","8.4","89040378","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gemp",
"GENC","Gencor Industries Inc.","16.05","231147060.3","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/genc",
"GNCMA","General Communication, Inc.","43.37","1565700370","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/gncma",
"GFN","General Finance Corporation","4.7","123228228.4","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","96.99","0","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","25.75","0","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/gfnsl",
"GENE","Genetic Technologies Ltd","0.7902","10378007.9388","13133394","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gene",
"GNUS","Genius Brands International, Inc.","3.15","18575836.65","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/gnus",
"GNMK","GenMark Diagnostics, Inc.","10.33","564714417.61","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gnmk",
"GNCA","Genocea Biosciences, Inc.","4.11","117154625.25","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gnca",
"GHDX","Genomic Health, Inc.","30.52","1057382735.36","n/a","2005","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ghdx",
"GNTX","Gentex Corporation","17.55","5011392742.2","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","30.5","1123537741.5","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/thrm",
"GEOS","Geospace Technologies Corporation","15.28","205356568.48","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/geos",
"GABC","German American Bancorp, Inc.","32.65","748645465.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gabc",
"GERN","Geron Corporation","2.15","342228655.85","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gern",
"GEVO","Gevo, Inc.","0.582","9438878.328","n/a","2011","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gevo",
"ROCK","Gibraltar Industries, Inc.","29.15","921172560.55","n/a","1993","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/rock",
"GIGM","GigaMedia Limited","2.97","32825137.95","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/gigm",
"GIGA","Giga-tronics Incorporated","0.782","7931163.646","n/a","1983","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/giga",
"GIII","G-III Apparel Group, LTD.","26.8","1304128682.4","n/a","1989","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/giii",
"GILT","Gilat Satellite Networks Ltd.","5.66","309323341.22","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/gilt",
"GILD","Gilead Sciences, Inc.","73.9","96513400000","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gild",
"GBCI","Glacier Bancorp, Inc.","34.7","2706665583","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gbci",
"GLAD","Gladstone Capital Corporation","9.88","258020843.6","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/glad",
"GLADO","Gladstone Capital Corporation","25.41","55902000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glado",
"GOOD","Gladstone Commercial Corporation","20.7","591669693.9","n/a","2003","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/good",
"GOODM","Gladstone Commercial Corporation","25.73","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodm",
"GOODO","Gladstone Commercial Corporation","25.5924","29431260","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodo",
